Lyrics,Song,Artist
"
We the people fight for our existence
We don't claim to be perfect but we're free
We dream our dreams alone with no resistance
Fading like the stars we wish to be

You know I didn't mean what I just said
But my God woke up on the wrong side of His bed
And it just don't matter now

'Cause little by little we gave you everything you ever dreamed of
Little by little the wheels of your life have slowly fallen off
Little by little you have to give it all in all your life
And all the time I just ask myself why you're really here

True perfection has to be imperfect
I know that that sounds foolish but it's true
The day has come and now you'll have to accept
The life inside your head we give to you

You know I didn't mean what I just said
But my God woke up on the wrong side of His bed
And it just don't matter now

'Cause little by little we gave you everything you ever dreamed of
Little by little the wheels of your life have slowly fallen off
Little by little you have to give it all in all your life
And all the time I just ask myself why you're really here

Little by little we gave you everything you ever dreamed of
Little by little the wheels of your life have slowly fallen off
Little by little you have to give it all in all your life
And all the time I just ask myself why you're really here

Why am I really here?
Why am I really here?
",Little By Little,oasis
"
Show me who you are 
I'll show you what you love 
I'll give you half the world if that's enough 

Let me take you down 
Let me hear you smile 
Let me rest my head here for a while 

In the end we'll leave it all behind 
Because the life I think I'm trying to find 
Is probably all in the mind 

Show me who you are 
I'll show you what you love 
I'll give you all the world if that's enough
",(Probably) All In The Mind,oasis
"
Oh when the sunshine beckons to ya 
And your wings begin to unfold 
the thoughts you bring and the songs you sing 
are gonna keep me from the cold 

And if the sword is among ya 
and its words may wound my soul 
you can fill me up with what you've got 
cos my heart's been keeping old 

[CHORUS]
She is love 
and her ways are high and steep 
She is love 
and I believe her when she speaks. 
Love 
and her ways are high and steep 
She is love 
and I believe, I do believe her when she speaks.

You're in all my thoughts of passion 
And the dreams of my delight 
Whatever stirs my mortal frame 
will you keep it warm at night 

I don't know where you come from 
no I haven't got a clue 
All I know is I'm in love 
with someone who loves me too.
",She Is Love,oasis
"
Born on a different cloud 
from the ones that have burst round town 
It's no surprise to me 
that yer classless, clever and free...

Loaded just like the gun 
You're the hero that's still unsung 
Living on borrowed time 
You're my sun and you're gonna shine 

Talking to myself again 
This time I think I'm getting through 
It's funny how you think 
It's funny when you do 

Lonely soul 
Busy working overtime 
Nothing ever gets done 
Specially when your hands are tied 

Lonely soul 
Baking up your mother's pride 
Nothing ever gets done 
Not until your war's won
",Born On A Different Cloud,oasis
"
I wanna love you 
I wanna be a better man 
I don't wanna hurt you 
I just wanna see what's in you hand 

But all right now, yeah, yeah 
Well all right now, yeah, yeah 

And I know you'll understand 
And I know you'll understand 

I wanna love you 
I wanna be a better man 
I don't wanna hurt you 
I just wanna see what's in you hand 

But all right now, yeah, yeah 
Well all right now, yeah, yeah 

And I know you'll understand 
And I know you'll understand 

I wanna be a better man
",Better Man,oasis
"
I carry madness
Everywhere I go
Over a border
And back to the snow

So if you see me
And I look right through
You shouldn't take it
As a reflection of you

Come on, Turn up the sun
Turn it up for everyone
Love one another
Love one another

The boys in the bubble
They wanna be free
And they got so blind
That they cannot see

But I'm not your keeper
I don't have the key
I got a piano
I can't find the C

Come on, Turn up the sun
Turn it up for everyone
Love one another
Love one another
",Turn Up The Sun,oasis
"
I know you think you deserve an explanation on the meaning of life
But what you think that you heard slipped away at the back of your mind

You get your mucky fingers burnt
You get your truth or your lies you have learnt
And all your plastic believers they leave us and they won't return

Walk on

And when you look in the mirror and your tying all your buttons and bows
And as you face your disease you can squeeze into the emperor's clothes

You found your gun in a paperbag
You get your history from the union jack
And all your brothers and sisters have gone and they wont come back

Failed the life in the city
All the fonies that roam at night
When I've gone yeah you look like you missed me
So come along with me, don't ask why

It's alright
It's alright
It's alright
It's alright
",Mucky Fingers,oasis
"
Calling on the stars to fall
And catch the silver sunlight in your hands
Come for me and set me free
Lift me up and take me where I stand

She believes in everything
and everyone and you and yours and mine
I waited for a thousand years
For you to come and blow me out my mind

Hey Lyla
The star's about to fall -
So what you say Lyla
The world around us makes me feel so small Lyla
If you can hear me call then I can say Lyla
Heaven help you catch me if I fall

She's the queen of all I've seen
And every song and city far and near
Heaven help me mademoiselle
She rings the bell for all the world to hear
",Lyla,oasis
"
I'm seeing
A whole other world in my mind
Girl I feel it
I'm breathing a love all the time

You turn me on
Love's like a bomb
Blowing my mind

You turn me on
Love's like a bomb
Blowing my mind

Am I reaching
The World that I want deep inside
Girl I mean it
Here hold the key to the shrine

You turn me on
Love's like a bomb
Blowing my mind

You turn me on
Love's like a bomb
Blowing my mind

(blowing my minddddd!!!!)

Nah nah nah

Yeah i'm seeing
A whole other world in my mind
Girl I feel it
I'm breathing a love all the time

You turn me on
Love's like a bomb
Blowing my mind

You turn me on
Love's like a bomb
Blowing my mind

Yeah I'm seeing!
",Love Like A Bomb,oasis
"
I sold my soul for the second time
Cos the man, he don't pay me
I begged my landlord for some more time
He said ""Son, the bills waiting""

My best friend called me the other night
He said ""Man, are you crazy?""
My girlfriend told me to get a life
She said ""boy, you lazy""

But I don't mind
As long as there's a bed beneath the stars that shine
I'll be fine
If you give me a minute
A mans got a limit
I cant get a life if my hearts not in it

I don't mind
As long as there's a bed beneath the stars that shine
I'll be fine
If you give me a minute
A mans got a limit
I cant get a life if my hearts' not in it

I lost my faith in the summertime
Cos it don't stop raining
The sky all day's as black as night
But I'm not complaining

I begged my doctor for one more line
He said ""Son, words fail me""
It ain't no place to be killing time
But I guess I'm just lazy

I don't mind
As long as there's a bed beneath the stars that shine
I'll be fine
If you give me a minute
A mans got a limit
I cant get a life if my hearts' not in it
",The Importance Of Being Idle,oasis
